Data,NE,NW,SE,SW
42057,0.773529412,0.289655172,0.047826087,0.187735849
42058,1.001538462,1.537912088,0.256962025,0.556321839
42059,0.157142857,0.4625,1.690123457,2.618085106
42060,1.821428571,1.369230769,7.55546875,4.634166667
42061,0.4375,0.30625,1.002459016,0.748120301
42062,1.047368421,0.395,0.234,0.040350877
42063,0.247826087,0.342857143,0.446428571,0.242622951
42064,0.573214286,1.148734177,0.383146067,0.453793103
42065,5.29010989,4.437948718,3.806716418,3.920547945
42066,2.450649351,2.242931937,1.477037037,0.865116279
42067,3.521978022,2.311173184,2.111278195,1.376470588
42068,0.81971831,0.46746988,1.180991736,0.659259259
42069,0.882432432,1.507482993,0.062886598,0.292
42070,0.158333333,0.154545455,0.013461538,0.050943396
42071,0.125,0.075,0,0.002325581
42072,0.133333333,0.07,0.004761905,0.009756098
42073,0.5,0.543434343,0.082608696,2.188819876
42074,0.283333333,0.255882353,4.178888889,2.770422535
42075,0.590909091,0.155,5.87398374,0.7848
42076,1.173684211,0.65046729,4.281954887,2.157674419
42077,0.672413793,0.852293578,2.230075188,3.364186047
42078,0,0.228813559,0.087755102,0.119318182
42079,0,0.1,0,0.007692308
42080,0,0.15,0,0.006060606
42081,0,0.04,0,0
42082,0.05,0.033333333,0,0
42083,0.388235294,1.111764706,0,0.196969697
42084,1.598765432,2.203932584,0.2609375,0.246590909
42085,0.165909091,0.015151515,0.263636364,0.081690141
42086,1.35,0,0,0
42087,0,0,0.011764706,0
42088,0.275,0.629824561,0.161111111,0.760843373
42089,3.189285714,3.538974359,0.7475,4.962441315
42090,9.366666667,2.038020833,6.894852941,3.724311927
42091,5.505882353,0.717708333,2.903773585,0.6275
42092,3.576404494,9.815,3.05503876,7.325688073
42093,3.51978022,5.136683417,4.277037037,2.966210046
42094,6.675,11.94875622,6.222794118,7.524090909
42095,4.830434783,3.673604061,3.096323529,2.473023256
42096,1.903409091,2.915642458,6.296323529,7.005529954
42097,1.77654321,1.399130435,2.802238806,1.80952381
42098,2.358695652,1.1,0.896,1.183522727
42099,3.444444444,1.204255319,1.399173554,0.689265537
42100,0.313513514,0.356060606,1.9616,1.574863388
42101,0.438709677,0.313043478,1.804424779,1.10130719
42102,0.25,0.188235294,1.113636364,0.668292683
42103,0,0.05,0.002564103,0.003225806
42104,0,0.02,0.048571429,0
42105,0.627272727,1.442056075,0.154,0.482142857
42106,0.826666667,0.53452381,0.029032258,0.0125
42107,1.715555556,0.872027972,0.886065574,0.543030303
42108,2.81954023,1.465,0.569767442,0.415686275
42109,0.616455696,0.433333333,0.116129032,0.09
42110,0.69375,0.376923077,0.619607843,1.004273504
42111,1.7078125,0.923846154,4.254545455,1.5464
42112,1.367647059,0.387058824,1.868181818,0.675362319
42113,0.276190476,0.21,0.531,0.069444444
42114,0.218181818,0,0.622033898,0.005
42115,0.185714286,0,0.012903226,0.005
42116,0,0.025,0,0
42117,0,0.025,0,0
42118,0,0.12,0.25952381,0.493333333
42119,0.083333333,0.435849057,0.137142857,0.439361702
42120,0.650943396,1.171428571,2.151818182,2.25136612
42121,4.603125,6.109574468,0.494117647,5.772268908
42122,9.081111111,4.745918367,10.27238806,8.301376147
42123,0.846428571,1.0875,0.653448276,0.033333333
42124,0.12,3.616666667,0.446875,1.284722222
42125,3.380681818,2.613461538,4.497037037,1.936842105
42126,2.733333333,0.855555556,1.874074074,0.165789474
42127,0.383333333,3.466666667,0.523333333,1.240512821
42128,0.541176471,1.665413534,0.519047619,0.467777778
42129,4.0125,2.05375,0.522772277,6.400512821
42130,10.42575758,1.453846154,12.42105263,6.929100529
42131,1.914285714,1.436956522,0.718867925,0.933928571
42132,0.066666667,0.373684211,1.019753086,1.914285714
42133,1.056666667,5.115934066,2.625862069,3.080392157
42134,4.657954545,1.121212121,5.956451613,1.373584906
42135,0.966666667,0.2,0.044578313,0.125
42136,3.475862069,6.032307692,0.408411215,2.105464481
42137,1.535135135,1.521904762,0.507446809,0.416666667
42138,2.0125,1.128318584,4.280952381,2.184722222
42139,2.171875,0.683636364,0.097826087,0.014814815
42140,0.776,0.783687943,0.114912281,0.408917197
42141,1.265384615,1.075206612,0.115625,0.2
42142,1.273529412,0.689655172,0,0.004166667
42143,3.40952381,0.692592593,4.912403101,3.321808511
42144,7.75,5.965942029,12.57443609,9.985185185
42145,2.518181818,1.093150685,15.73442623,2.969281046
42146,0.4,0.155555556,0.591489362,0.47
42147,1.961666667,0.7,4.115503876,5.090082645
42148,0.6,1.066666667,0.910091743,0.330985915
42149,6.645833333,1.19,3.136641221,1.619708029
42150,4.666176471,0.639285714,22.15572519,6.10979021
42151,3.612903226,0.1,4.233663366,0.24
42152,0.12,1.437815126,0.056790123,0.198630137
42153,0.881481481,1.026582278,0.051219512,1.390909091
42154,1.304444444,1.918939394,3.375213675,1.78627451
42155,0.133333333,0.142857143,0.011392405,0.166666667
42156,1.278571429,2.844767442,0.93255814,4.204137931
42157,0,0.133333333,2.49,2.302083333
42158,0,0.05,0.761363636,0.05
42159,0,,0,0
42160,0,3.2,0,0
42161,0.2,3.775,0,0.793333333
42162,0.8325,3.440983607,1.697727273,2.951304348
42163,0.9,5.531521739,2.607058824,6.525443787
42164,0.671111111,2.687012987,0.838333333,2.439102564
42165,0.05,0,0.006896552,0.184848485
42166,0,1.2,0,0.497058824
42167,5.272826087,6.584146341,6.162903226,8.02
42168,0.94,2.586842105,2.02,4.750819672
42169,1.129787234,1.3375,5.334677419,6.452071006
42170,1.87,1.65,12.4256,1.681451613
42171,0,0,0.138095238,0.055172414
42172,0.016666667,1.17628866,0.110344828,0.642574257
42173,1.187692308,3.193617021,1.959183673,3.012442396
42174,2.322666667,4.747727273,4.268965517,2.233146067
42175,2.980882353,3.178571429,2.394594595,3.366326531
42176,4.382222222,4.452317881,2.150877193,3.523444976
42177,2.494117647,7.994387755,1.495238095,6.056221198
42178,5.605376344,10.23826531,2.641085271,2.501435407
42179,1.81875,1.831896552,2.504255319,0.51011236
42180,0.033333333,0.248275862,0.092682927,0.155555556
42181,1.646153846,1.835185185,0.452083333,0.793203883
42182,1.1125,4.146666667,1.160465116,5.047826087
42183,3.003030303,2.58852459,4.147368421,3.369832402
42184,1.977777778,1.089690722,1.589830508,0.53164557
42185,1.722641509,1.808,0.590566038,0.74125
42186,0,,0,0.018181818
42187,0,,0,0
42188,0,,0,0
42189,0,3.201724138,0.021875,0.606896552
42190,0.021428571,4.082738095,0.157575758,1.156962025
42191,4.541052632,1.673770492,1.34057971,0.5125
42192,1.809230769,5.039534884,4.844339623,9.161290323
42193,3.057831325,3.962576687,7.906666667,2.28
42194,3.227272727,2.757608696,1.82519685,2.783962264
42195,4.47029703,1.405084746,0.457777778,0.269444444
42196,1.943243243,0.363636364,0.03,0.023076923
42197,0.971910112,3.151612903,4.044029851,5.733640553
42198,5.778,6.017741935,3.852592593,4.335023041
42199,2.613414634,1.977669903,6.30390625,4.212149533
42200,0.910869565,0.639285714,1.517171717,1.31369863
42201,0,0.408333333,0.539215686,2.559259259
42202,0.030769231,0.775757576,1.054545455,1.057534247
42203,4.262337662,2.66626506,4.602803738,4.973255814
42204,12.29807692,12.50507614,7.505882353,5.585308057
42205,0.652173913,0.8,0.091891892,0.559459459
42206,2.296491228,6.170689655,1.304225352,1.7488
42207,7.032142857,14.40348837,1.815151515,8.249180328
42208,7.248387097,2.048571429,4.529032258,2.019230769
42209,0.805263158,5.069387755,0.680434783,3.809722222
42210,11.68076923,8.556216216,11.35757576,7.803809524
42211,1.37654321,1.19266055,0.663736264,0.64125
42212,1.407228916,1.614583333,1.455855856,1.785353535
42213,4.454455446,2.902040816,4.205970149,1.841025641
42214,3.531521739,2.535460993,2.738095238,1.704736842
42215,1.322222222,5.130434783,0.123809524,0.922222222
42216,1.26984127,2.2075,0.075,0.227272727
42217,0,0.15,0,0.063636364
42218,0,0.5,0.167924528,0.186567164
42219,0,0.375,1.352272727,3.048387097
42220,0,1.074358974,5.14375,3.602222222
42221,0,0.929032258,6.177319588,3.140816327
42222,0,1.64,0.6,0
42223,0,3.588235294,0.678947368,0
42224,1.381818182,4.027702703,0.535135135,2.977966102
42225,1.350819672,2.290909091,2.084745763,0.754761905
42226,0.38,0.1,1.012820513,2.653333333
42227,0,1.70952381,1.072972973,4.093258427
42228,0.469565217,2.631666667,0.816216216,5.36147541
42229,0.033333333,1.086363636,0.2275,1.334210526
42230,0,2.997916667,1.052631579,1.186046512
42231,1.364285714,6.641481481,2.936764706,6.740625
42232,5.683333333,1.525581395,9.549473684,3.698773006
42233,0.28,0.714285714,3.575,2.115662651
42234,0.022222222,20.6,0.109090909,9.809210526
42235,0,0.6,0,0.105882353
42236,0,0.166666667,0,0.015
42237,0.146153846,0.1,0.048717949,0.033333333
42238,1.38372093,1.848571429,0.640625,1.172164948
42239,0.018181818,1.544117647,0.170588235,0.579032258
42240,0,1.8375,0.115625,0.820833333
42241,5.844660194,2.062162162,2.979104478,2.917475728
42242,0,2.257142857,0.1,0.276
42243,0.092857143,3.086666667,0.45483871,0.327272727
42244,1.491139241,1.42125,1.708433735,1.217419355
42245,0,0.7,0.261764706,0.1
42246,0.208333333,1.368493151,0.519444444,0.126086957
42247,0.085714286,1.485,0,0.39047619
42248,5.7390625,12.0015625,0.548780488,3.881142857
42249,1.907407407,0.622222222,1.860176991,0.878985507
42250,1.252,1.859701493,6.535877863,5.723428571
42251,4.758510638,3.299378882,2.573015873,0.854225352
42252,0.633333333,2.977777778,2.407526882,0.939423077
42253,5.235714286,13.85555556,3.735294118,7.241552511
42254,6.853465347,9.35,2.685087719,2.097058824
42255,4.697959184,3.858181818,1.65,2.732323232
42256,1.596666667,1.718367347,1.932258065,0.747
42257,0.22,2.660493827,0.573134328,3.538624339
42258,0.077777778,1.702222222,0.653012048,0.877922078
42259,1.154545455,0.87826087,0.864197531,0.084615385
42260,0.007142857,0.325,0.022580645,0
42261,2.736893204,3.805945946,1.71826087,3.244811321
42262,8.152688172,2.590196078,3.435344828,3.804273504
42263,0.984375,0.546031746,0.106060606,0.080645161
42264,0,5.302941176,0.297058824,1.447826087
42265,1.534615385,1.5,8.115044248,5.345762712
42266,0.405263158,1.536752137,11.02828283,1.580952381
42267,4.61443299,3.211290323,2.825263158,1.028671329
42268,0.877966102,1.975531915,0.063157895,0.177419355
42269,0.007142857,0.085714286,0.00625,0.0125
42270,1.126315789,0.574418605,0.085714286,0.438333333
42271,2.668085106,0.35,9.425,1.3375
42272,5.115517241,0.33125,17.64032258,3.985333333
42273,2.676470588,0.8375,15.09206349,3.708860759
42274,1.09137931,0.49,0.124444444,0.146428571
42275,0.732786885,1.204878049,0.020588235,0.134782609
42276,0.01875,0.516666667,0.071428571,0.028571429
42277,0.007692308,0.1,0.051162791,0.0375
42278,0,0.2,0.003571429,0
42279,0,0.4,0,0
42280,0,0.466666667,0.010344828,0.014285714
42281,0,0.35,0.748484848,0.355
42282,0.025,0.345454545,0.464285714,0.18
42283,0.053333333,0.127272727,0.0475,0.004761905
42284,0,0.425,0.022580645,0.611904762
42285,0.007692308,1.2125,1.380487805,3.4232
42286,0.007692308,0.3,1.012195122,1.049253731
42287,0,0.333333333,0,0.15
42288,0.04,0.6125,4.632692308,1.255405405
42289,1.809375,2.371034483,9.916030534,4.087261146
42290,0.178571429,1.014285714,0.321929825,1.705732484
42291,0.207692308,5.936893204,0.929545455,6.291414141
42292,1.648148148,6.534391534,3.505185185,8.946118721
42293,0.830188679,4.939175258,3.393076923,6.307305936
42294,6.928037383,8.216025641,7.272932331,4.284183673
42295,5.331428571,6.7625,1.2046875,1.046478873
42296,0.746315789,0.981481481,5.145121951,0.4
42297,3.118446602,1.037037037,6.330769231,2.470892019
42298,6.893877551,0.99352518,4.149206349,2.472380952
42299,0.812264151,0.901282051,0.805645161,0.779207921
42300,0.978571429,0.362903226,0.376699029,0.1625
42301,0.266666667,0.1,0.016666667,0.020833333
42302,0.854639175,0.272289157,0.352525253,0.426771654
42303,0.075,0.1,0.010344828,0.026923077
42304,0.125,0.1875,0.007142857,0.028571429
42305,0.0625,0.1,0.006896552,0.005
42306,0,0.1,0.003571429,0.055172414
42307,0.014285714,0.08,0.006666667,0.04516129
42308,0.026666667,0.12,0,0.028
42309,0.10952381,0.330769231,0,0.00952381
42310,0.317142857,0.343859649,0.01,0.040909091
42311,0.093333333,0.184,0,0.083333333
42312,0.2,0.208695652,0.034375,0.031818182
42313,0.263636364,0.942222222,0.005555556,0.04
42314,7.276470588,4.036516854,0.481538462,0.815909091
42315,5.486407767,4.559574468,1.767669173,2.288837209
42316,3.111538462,1.61826087,0.577586207,0.286956522
42317,6.374038462,5.319680851,3.826119403,3.986111111
42318,11.53076923,3.316931217,2.643703704,1.038974359
42319,4.494230769,2.221290323,0.761983471,0.775301205
42320,2.205050505,0.835714286,0.120930233,0.189473684
42321,4.749019608,2.61627907,2.534090909,3.092753623
42322,2.24,3.501470588,0.833333333,2.386458333
42323,1.402040816,7.510471204,12.09185185,16.41651376
42324,1.175490196,2.343654822,1.017910448,1.862790698
42325,4.665384615,5.339690722,2.228148148,4.138248848
42326,6.332692308,6.190769231,6.57037037,3.344859813
42327,4.784615385,4.320809249,7.085294118,7.9875
42328,2.816346154,4.463736264,10.91703704,5.866350711
42329,1.092647059,2.957541899,1.844274809,1.489795918
42330,2.562650602,1.766666667,1.221359223,0.820689655
42331,2.082539683,1.0275,0.8576,1.167724868
42332,0.033928571,0.268292683,0.023529412,0.011688312
42333,0.01875,0.516666667,0.013114754,0.130909091
42334,0.022222222,0.608108108,1.26547619,0.6075
42335,0.04,0.864705882,0.032142857,0.043103448
42336,0.812676056,2.092753623,2.555555556,1.088023952
42337,2.694,5.482653061,2.208088235,5.855092593
42338,2.489215686,4.17540107,5.291791045,7.629680365
42339,3.225242718,1.830065359,1.861417323,1.505376344
42340,0.81686747,1.429444444,3.133834586,2.342926829
42341,0.778823529,0.752173913,0.322352941,0.186153846
42342,0.680519481,0.694594595,0.090384615,0.226315789
42343,0,0.033333333,0.018181818,0.083870968
42344,0,0.429032258,0.019444444,0.180851064
42345,0.05,0.436842105,0.15942029,0.128767123
42346,0.029411765,0.538235294,0.073913043,0.094444444
42347,0.472463768,0.95739645,1.7848,2.172636816
42348,0.105263158,0.841176471,0.611428571,0.281632653
42349,1.780582524,3.618617021,1.532330827,2.356398104
42350,1.486138614,7.299481865,1.16744186,2.702525253
42351,9.984615385,4.175935829,2.911940299,2.014285714
42352,0.139622642,1.225961538,0.209230769,0.181632653
42353,0.318867925,1.54875,0.997560976,0.624
42354,0.208333333,0.969277108,0.091780822,0.259770115
42355,3.670873786,2.367539267,1.153488372,1.710576923
42356,0.887640449,2.546153846,1.154237288,3.640277778
42357,0.108695652,0.497777778,0.1375,0.10754717
42358,0.829032258,1.374358974,0.127272727,0.13
42359,7.714423077,4.465789474,1.25078125,1.412432432
42360,1.672413793,1.253378378,0.179310345,0.290540541
42361,1.266153846,1.025609756,0.041935484,0.264285714
42362,0.285714286,0.643333333,0.048648649,0.107894737
42363,1.545054945,2.196747967,0.189552239,0.395789474
42364,13.412,13.31485149,0.571052632,3.503571429
42365,4.503883495,1.472955975,0.496428571,0.405217391
42366,0.819512195,0.507894737,0.558490566,0.471304348
42367,0.026086957,0.027272727,0.025490196,0
42368,0.005555556,0.033333333,0.013043478,0
42369,0.090909091,0.66744186,0.014285714,0.625316456
42370,0.216176471,1.128571429,0.203571429,2.397196262
42371,0.014705882,0.123529412,0.039285714,0.05
42372,0.005357143,0,0.004761905,0.0125
42373,0.01,0.107843137,0.322807018,0.821428571
42374,0.074576271,1.659803922,0.500952381,0.766666667
42375,0.306493506,1.882945736,0.497169811,0.807936508
42376,0.04,1.300662252,0.304950495,0.914754098
42377,1.878217822,3.685074627,0.840186916,0.640721649
42378,0.054081633,0.064912281,0.446666667,0.283647799
42379,0.689130435,3.435751295,3.917924528,2.423497268
42380,4.871287129,1.805586592,8.968807339,4.804522613
42381,0.775247525,2.913131313,3.43853211,4.738071066
42382,1.456435644,1.675384615,3.373636364,3.649746193
42383,0.722772277,0.489411765,0.435294118,0.233333333
42384,1.656435644,0.513333333,3.143119266,3.606598985
42385,0.163636364,0.236969697,0.429906542,0.894021739
42386,0.303960396,0.541397849,0.329090909,0.27311828
42387,0.030693069,0.476502732,0.355454545,0.222994652
42388,0.548484848,0.461714286,0.063888889,0.089617486
42389,2.194059406,0.965340909,0.89,1.538297872
42390,0.681188119,0.298809524,0.834545455,0.691935484
42391,0.14,0.032121212,0.262385321,0.018032787
42392,0.042,0.756185567,0.876146789,3.309137056
42393,0.949,1.482051282,0.958333333,2.190625
42394,1.665346535,1.27287234,2.315454545,4.68125
42395,1.882178218,1.320238095,0.605769231,0.383870968
42396,1.747959184,2.344025157,0.18,0.553535354
42397,1.651086957,1.073076923,0.925,1.211377246
42398,0.882278481,0.674193548,0.025,0.31
42399,3.094897959,6.668844221,2.895192308,5.128426396
42400,1.789010989,2.328318584,1.638235294,1.519254658
42401,2.703960396,3.8525,1.67706422,1.547150259
42402,3.432653061,1.820731707,2.112121212,3.345789474
42403,0.679245283,2.442391304,1.234545455,0.673684211
42404,0.638888889,1.572674419,2.45,3.541624365
42405,0.081818182,0.473043478,0.215,0.54244186
42406,0.045833333,0.312765957,0.012280702,0.046428571
42407,0.348717949,0.708527132,0.2125,0.271698113
42408,0.609836066,1.011184211,1.338095238,2.017880795
42409,1.096511628,1.638650307,1.933333333,2.527322404
42410,11.36304348,1.760638298,18.83796296,7.992485549
42411,3.654455446,2.45,1.970642202,1.2
42412,1.139784946,1.149494949,1.296938776,1.763551402
42413,1.834146341,0.320454545,0.835483871,0.603809524
42414,0.744318182,1.152795031,3.365740741,3.803278689
42415,2.245679012,2.334161491,8.401941748,1.812865497
42416,0.32,0.548484848,0.351428571,0.996240602
42417,1.492307692,3.294444444,0.658181818,2.982777778
42418,2.929292929,1.498518519,4.69375,7.388205128
42419,9.599029126,3.186075949,13.31962617,8.236309524
42420,3.248543689,4.566326531,2.103636364,4.327319588
42421,8.139805825,9.491,5.910909091,5.889795918
42422,3.970588235,4.686666667,3.213559322,4.046341463
42423,0.548717949,1.479562044,8.659574468,5.498742138
42424,0.946511628,1.449404762,0.913265306,0.960693642
42425,0.474358974,0.504316547,1.443396226,1.221787709
42426,0.054545455,0.382407407,0.175,0.184027778
42427,0.073333333,0.211764706,0.42,0.186
42428,0.402040816,1.405882353,1.914814815,3.506944444
42429,2.301204819,3.746226415,8.177981651,9.84744898
42430,2.646938776,0.988429752,7.712844037,5.163451777
42431,0.133333333,1.472535211,0.449056604,2.986170213
42432,0.413043478,1.767701863,0.511111111,1.315555556
42433,0.137931034,0.351785714,0.521212121,0.228169014
42434,0.030769231,1.025,0.042857143,1.13373494
42435,1.516483516,1.73423913,0.902816901,1.403289474
42436,8.428813559,1.668181818,6.306593407,1.473026316
42437,3.552112676,4.95125,1.575714286,7.006748466
42438,0.035714286,1.158715596,0.651612903,0.123157895
42439,3.310526316,0.721875,1.491752577,0.815107914
42440,0.796969697,1.486821705,1.954736842,2.356647399
42441,0.1,0.480701754,1.823076923,2.602380952
42442,0.015384615,1.4875,1.258490566,0.64556962
42443,4.367326733,2.362285714,5.044036697,5.969346734
42444,0.019444444,0.263076923,1.463461538,1.209195402
42445,0.030769231,0.38,0.00952381,0.030555556
42446,0.646666667,0.106666667,0,0.006451613
42447,0.241025641,0.220512821,0.454166667,0.889473684
42448,1.178481013,0.205,0.186666667,0.271111111
42449,0.852702703,0.896116505,0.852941176,1.029770992
42450,1.562886598,2.067777778,1.523853211,2.297395833
42451,1.014864865,1.466875,2.440566038,2.008426966
42452,0.028571429,3.466176471,0.70952381,2.699180328
42453,0.021428571,0.269230769,0,0.317307692
42454,2.511594203,1.524117647,0.821568627,1.065771812
42455,1.233333333,0.747368421,3.591,0.955244755
42456,0.008333333,0.8,0.09,0.022222222
42457,0.038461538,1.270873786,0.12173913,0.585964912
42458,3.332673267,4.420408163,1.769411765,1.703676471
42459,2.402970297,1.855789474,0.889108911,1.669060773
42460,2.409090909,3.430985915,4.627272727,6.963354037
42461,0.521212121,1.133333333,1.419148936,2.044370861
42462,0,0.1,0.766666667,0.071428571
42463,0,,0,0.033333333
42464,0,0.45,0,0.066666667
42465,1.010344828,2.703448276,1.68,1.98372093
42466,2.1,0.976744186,1.083333333,0.863559322
42467,0.633333333,0.788970588,1.995294118,1.473571429
42468,1.508571429,5.74,4.366346154,8.224375
42469,0.879545455,2.938297872,6.124038462,11.47371134
42470,0.583050847,0.693333333,1.363157895,3.014893617
42471,1.62244898,1.029411765,0.513636364,0.27721519
42472,4.758585859,3.162043796,3.279518072,2.221428571
42473,2.337647059,1.946564885,2.117021277,3.987610619
42474,1.082352941,1.476829268,11.17820513,5.622395833
42475,0.273076923,1.849367089,1.210869565,1.355813953
42476,2.43,4.973469388,2.170149254,1.728187919
42477,4.240625,3.009036145,6.578494624,6.245348837
42478,0.033333333,0.769230769,2.727272727,1.408510638
42479,1.51686747,0.707317073,0.495238095,0.304938272
42480,0.596,0.5,2.241025641,0.48
42481,0.205,0.05,0.125,0.033333333
42482,0.685483871,0.28,0.033333333,0.1
42483,3.2375,2.484328358,2.4375,4.603125
42484,0.405357143,0.81048951,5.8025,0.70078125
42485,0.711111111,1.196296296,3.795890411,0.552777778
42486,0.682352941,4.568717949,1.470491803,2.692592593
42487,9.340697674,1.605797101,11.32815534,6.077894737
42488,2.310227273,0.961073826,0.793333333,0.975
42489,2.5125,4.15,4.923404255,0.075
42490,1.3,1.6,0.415,0.033333333
42491,0.05,,1.7,0.066666667
42492,2.919230769,0.4,2.997402597,0.9
42493,2.83030303,4.614018692,3.085185185,9.170056497
42494,1.094444444,2.491428571,3.539772727,6.686440678
42495,0.222222222,0.466666667,3.536619718,2.107894737
42496,0.007142857,1.3,0.242857143,0.075
42497,1.011538462,0.35,1.210638298,0.1
42498,0.566666667,0.468421053,2.036111111,0.774025974
42499,0.642105263,0.965454545,2.404477612,2.279746835
42500,1.231428571,2.575,1.294736842,2.514285714
42501,3.501754386,3.090384615,2.213636364,1.696875
42502,2.50952381,3.38974359,0.997297297,1.262962963
42503,6.290361446,4.881553398,8.631730769,8.466091954
42504,14.319,2.267592593,12.90761905,2.51038961
42505,1.221666667,4.589444444,1.395,1.2632
42506,3.747959184,6.002222222,0.796875,1.336619718
42507,3.079381443,1.62202381,5.433333333,2.46954023
42508,0.279166667,0.338461538,1.441558442,0.416216216
42509,0.128571429,0.486363636,0.3,0.144444444
42510,0.185,2.312643678,0.425,1.314084507
42511,0.08125,0.1875,0.1375,0.172727273
42512,0,2,0,0
42513,0,,0,0
42514,0.026666667,4.845454545,1.158823529,2.610294118
42515,2.590625,3.159090909,5.182954545,6.7
42516,1.463157895,1.390566038,2.407692308,2.339285714
42517,4.369230769,2.647747748,3.45,4.604761905
42518,3.29122807,2.93015873,5.888636364,9.741025641
42519,1.33125,3.222222222,4.030769231,3.580536913
42520,3.067073171,6.932450331,7.860227273,4.198601399
42521,8.960824742,12.473,8.792045455,12.12
42522,5.947727273,5.372151899,5.15952381,6.897883598
42523,1.12,2.658823529,8.397701149,7.34973262
42524,1.463157895,0.98,1.869565217,0.598333333
42525,4.843589744,2.183636364,2.058333333,1.452941176
42526,0.008333333,1.311111111,3.252631579,2.94245283
42527,0,1.45,0,0.55
42528,0,0.1,0,0.1
42529,2.004477612,2.011111111,0.742857143,3.895145631
42530,0,0.829411765,2.89375,0.676923077
42531,5.418811881,2.326041667,4.229896907,1.13880597
42532,1.011111111,0.433333333,1.606818182,0.838888889
42533,0.038461538,2.122727273,0.76,1.443939394
42534,0,7.306748466,2.032352941,6.551677852
42535,13.38333333,5.43566879,8.51038961,3.671895425
42536,4.255445545,6.528282828,5.298913043,6.544615385
42537,1.047058824,7.881420765,1.567391304,9.365584416
42538,10.17843137,19.7575,3.411267606,6.122699387
42539,0.721428571,2.402912621,1.861111111,1.466666667
42540,2.725925926,2.18974359,13.80594059,8.139344262
42541,8.770967742,6.735483871,2.206557377,4.496132597
42542,1.203846154,1.3225,0.692857143,0.385714286
42543,0.023076923,0.15,0.15,0.05
42544,0,3.7,0.116666667,0
42545,0,3.45,6.864,4.6
42546,4.693548387,15.2974359,5.803703704,7.199315068
42547,20.92289157,3.609166667,8.759405941,4.416111111
42548,0.555,0.924242424,6.697849462,2.383431953
42549,0.712765957,3.546721311,1.086363636,1.904444444
42550,0.921052632,4.99112426,1.7375,2.1484375
42551,1.664179104,2.275,6.612328767,5.252571429
42552,0.703030303,1.240625,11.62372881,2.048648649
42553,6.307692308,8.1855,11.55,13.84924623
42554,8.364,2.759,6.175238095,1.510091743
42555,2.970454545,1.690140845,1.625,1.76
42556,2.121649485,4.450777202,3.645918367,4.72606383
42557,8.906730769,11.84974359,3.613157895,2.609923664
42558,4.851219512,0.683333333,1.340909091,0.08
42559,2.470454545,4.818617021,4.285294118,3.346315789
42560,3.037755102,1.278417266,2.485714286,1.598630137
42561,1.239622642,2.601098901,0.12,3.166666667
42562,10.36634615,4.553846154,6.959090909,2.799270073
42563,11.684375,3.711267606,20.61927711,17.80575916
42564,7.34,9.470056497,14.45,11.50812183
42565,11.87788462,55.35671642,4.989719626,29.95175879
42566,1.355208333,2.27114094,1.680821918,0.644230769
42567,0.344827586,1.231395349,11.05384615,5.643548387
42568,2.513513514,1.193233083,17.78020833,4.192258065
42569,0.789583333,1.261594203,1.796103896,1.270866142
42570,0.491176471,0.460869565,2.701098901,1.005319149
42571,0,0.075,0.05,0.116666667
42572,0.148387097,0.325,0,2.636111111
42573,0.146,0.197222222,0.166666667,0.05
42574,0.138888889,0.05625,0,3.96
42575,1.3375,0.882352941,1.977272727,3.5725
42576,1.886,1.870588235,6.378846154,8.05
42577,2.690697674,3.5234375,9.109589041,5.474545455
42578,5.296590909,11.36296296,6.144186047,8.723870968
42579,7.787142857,3.58172043,12.89032258,2.943307087
42580,6.696078431,6.424175824,7.434,4.396174863
42581,4.608139535,1.964210526,1.772131148,2.088659794
42582,8,9.077368421,13.55858586,15.55
42583,4.562135922,1.549074074,2.405681818,0.985526316
42584,4.634313725,4.022051282,0.792,1.030681818
42585,2.421818182,3.576439791,1.14,1.661956522
42586,1.463291139,5.00106383,2.75,3.476829268
42587,7.408974359,11.2374359,2.53015873,7.483333333
42588,3.660194175,4.444767442,2.716666667,1.759633028
42589,0.6375,0.514285714,0.066666667,0.216666667
42590,3.856,2.595283019,2,1.256521739
42591,4.533333333,0.817647059,9.631460674,6.608421053
42592,7.524705882,1.7953125,20.15377358,7.710843373
42593,0.485714286,2.220512821,0.884848485,0.814130435
42594,0.351351351,0.673387097,0.283333333,1.017708333
42595,0.929885057,0.872413793,0.739393939,0.313333333
42596,0.856666667,0.655555556,7.914084507,4.048387097
42597,4.184444444,1.014285714,1.047058824,0.833333333
42598,3.154117647,2.705785124,2.986885246,2.186238532
42599,6.477083333,6.628787879,3.392857143,2.378571429
42600,1.9,2.466197183,1.176923077,3.245454545
42601,1.070967742,1.846153846,1.44,0.86875
42602,0.44,10.78217054,3.844444444,12.70860215
42603,9.223529412,8.551851852,18.93396226,14.70808081
42604,6.037349398,0.857142857,3.268965517,0.543548387
42605,0.978873239,1.469230769,1.068292683,0.377777778
42606,0.13125,0.055555556,0.125,0.033333333
42607,0,0.325,0,0
42608,0,0.033333333,0,0.05
42609,0,0.2,0,0.7
42610,0.135,3.177669903,3.4,1.166037736
42611,0.569444444,0.686516854,8.211688312,5.980882353
42612,0.292857143,0.175,0.025,0
42613,0,0.325,0,0
42614,0,0.605882353,0,0
42615,0.404,0.69375,0.075,0
42616,4.516666667,1.478947368,0.333333333,1.566666667
42617,10.86344086,10.28282828,8.632727273,7.667
