Data,NE,NW,SE,SW
42618,0.938461538,2.251948052,16.95321101,7.853763441
42619,0.05,0.0875,1.808108108,1.166071429
42620,0.1,0.06,0,0.1125
42621,0,0.05,0,0.05
42622,0,0.066666667,0,0.05
42623,0.025,0.110526316,0,0.05
42624,0.06,0.0875,0,0.066666667
42625,0.033333333,0.066666667,0,0
42626,0,0,0,0
42627,0,0.1,0,0
42628,0,0.1,0,0
42629,0,0.5,0,1.558823529
42630,3.45,4.078571429,12.28045977,18.77639752
42631,1.65,1.147619048,4.295238095,3.161111111
42632,0.033333333,0.454545455,2.67173913,1.385470085
42633,1.160344828,1.167647059,0.647887324,0.739655172
42634,2.812698413,1.453846154,1.522222222,2.469642857
42635,2.177966102,1.453703704,1.041666667,0.804761905
42636,2.25443038,1.767532468,0.517391304,1.842857143
42637,2.275438596,0.321052632,3.055294118,0.736666667
42638,0.025,0.05,0.292857143,0.1
42639,0,0.133333333,0.125,0.066666667
42640,0,0.36,0.033333333,0.05
42641,2.42345679,1.443076923,1.1,1.4
42642,0.185714286,0.8,0,0.3
42643,0.607317073,0.807228916,0.38,0.922058824
42644,3.128125,6.630978261,2.08,4.402531646
42645,3.065714286,4.584831461,6.894392523,10.79593909
42646,4.367142857,12.7485,22.87981651,20.86834171
42647,3.281428571,2.424390244,21.75728155,6.807352941
42648,19.74468085,10.76969697,19.41363636,22.12020202
42649,7.457608696,4.443076923,1.2,6.168926554
42650,5.374468085,2.870984456,1.467058824,1.172392638
42651,6.355681818,4.121989529,1.36509434,2.088235294
42652,2.049425287,1.239583333,0.573684211,1.350543478
42653,4.745744681,3.997969543,1.45,0.932624113
42654,0.9475,1.817088608,4.304672897,5.384183673
42655,1.9125,2.411111111,9.21682243,7.159693878
42656,0.025,0.743478261,0.310344828,0.34953271
42657,0.033333333,1.327272727,0.276923077,0.054545455
42658,3.308333333,4.473548387,4.21097561,1.270666667
42659,0.26,0.741414141,2.44109589,0.875
42660,0.266666667,0.379166667,0.431428571,0.306
42661,0.888235294,0.998425197,0.911842105,1.787096774
42662,1.968235294,6.445226131,1.43956044,4.017766497
42663,4.995698925,10.42544379,8.942,10.82955975
42664,11.08297872,2.619230769,11.33394495,3.33115942
42665,9.890322581,1.183458647,5.274285714,1.217073171
42666,0.978723404,1.168131868,0.121052632,0.52173913
42667,6.872043011,4.036666667,1.528888889,4.978225806
42668,7.076595745,1.516571429,3.737383178,3.349230769
42669,0.640909091,0.67,0.3,0.3921875
42670,0.657142857,0.633027523,0.725,0.157142857
42671,5.936170213,2.112290503,1.094,1.864864865
42672,1.760759494,1.653614458,2.862385321,1.875568182
42673,1.847674419,0.803278689,2.43877551,0.873333333
42674,2.373333333,2.228729282,2.362820513,1.786708861
42675,13.3712766,7.650990099,5.712121212,3.803571429
42676,5.086956522,5.5185,3.190825688,3.987817259
42677,2.795402299,1.664925373,0.665979381,0.8416
42678,2.581818182,2.272941176,0.45,0.539534884
42679,3.952112676,5.967661692,2.514102564,2.478571429
42680,1.956060606,1.683962264,15.96788991,6.203723404
42681,1.208474576,1.632142857,1.891,1.624705882
42682,0.472413793,1.074025974,1.275757576,0.478125
42683,6.669512195,0.587640449,2.013636364,0.140425532
42684,0.125316456,1.046,1.147826087,1.515976331
42685,0.162857143,0.65,0.708860759,0.589814815
42686,0.243939394,0.18,5.17012987,0.737234043
42687,0.224285714,0.161290323,3.079268293,0.885321101
42688,0.252777778,0.295454545,0.0828125,0.144444444
42689,4.154255319,6.576119403,2.231192661,4.337755102
42690,1.17826087,1.296938776,1.637272727,1.452604167
42691,1.298823529,2.349740933,0.830693069,0.745528455
42692,0.27826087,2.206329114,0.309677419,0.938461538
42693,11.75543478,6.481538462,4.928712871,11.86818182
42694,0.172222222,0.253846154,0.107692308,0.152173913
42695,0.16,0.2,0.033333333,0.146666667
42696,0.075,0.140625,0,0.08
42697,0.242857143,0.293333333,0,0.176923077
42698,0.158333333,0.197142857,0.641463415,0.599099099
42699,0.2125,0.284615385,0.169444444,0.178431373
42700,1.130882353,0.832520325,0.30625,0.479508197
42701,4.632978723,3.097727273,3.114814815,1.844382022
42702,1.151648352,0.871604938,1.876851852,0.940993789
42703,0.931868132,1.131538462,1.364220183,0.52421875
42704,2.494680851,4.495939086,4.172727273,7.109045226
42705,6.247619048,14.808,17.74727273,14.73316583
42706,2.388043478,2.024,3.468518519,1.667973856
42707,2.757608696,0.358108108,1.304854369,0.423636364
42708,0.08988764,0.134782609,0.146987952,0.028
42709,1.309677419,0.813768116,0.149462366,0.206451613
42710,0.412162162,0.434831461,1.278703704,0.997802198
42711,3.033695652,1.637967914,0.78440367,0.418079096
42712,0.74025974,1.708609272,0.706060606,0.630097087
42713,2.548314607,4.392696629,1.049514563,1.013793103
42714,6.986021505,5.334848485,2.114285714,1.835251799
42715,9.26344086,12.3645,8.782727273,10.25075377
42716,0.146296296,0.541269841,3.417894737,3.374285714
42717,2.193103448,1.01,0.186567164,0.725342466
42718,1.796666667,1.017045455,3.112962963,1.961016949
42719,0.1984375,0.170588235,0.716494845,0.38362069
42720,0.084848485,0.223076923,0.0125,0.016666667
42721,0.546031746,0.812765957,0.102409639,0.190361446
42722,0.771428571,1.005294118,0.562264151,1.201754386
42723,1.427419355,0.242307692,0.186206897,0.059722222
42724,0.397916667,0.181818182,0.097142857,0.019642857
42725,0.205882353,0.09,0.00212766,0.06
42726,1.176923077,0.846341463,0.18125,0.364423077
42727,0.66031746,0.591735537,0.302247191,0.262626263
42728,3.305494505,3.312307692,3.038181818,2.82284264
42729,2.04516129,4.350253807,6.264545455,6.540703518
42730,4.275531915,5.422727273,2.09537037,1.596875
42731,3.486516854,1.005405405,3.805660377,1.353977273
42732,0.439655172,0.168965517,2.656410256,0.44
42733,0.191891892,0.285483871,0.077777778,0.056410256
42734,0.046153846,0.13,0.001470588,0.035294118
42735,0.14,0.384722222,0.003636364,0.017241379
42736,2.51,2.211392405,0.109259259,0.523728814
42737,1.983695652,0.949425287,1.402803738,2.512222222
42738,5.482795699,8.206914894,3.517592593,5.63715847
42739,4.390322581,4.59027027,3.776851852,4.162011173
42740,0.343956044,2.491515152,1.355238095,1.128571429
42741,0.004494382,0.291616766,0.176923077,0.34375
42742,0.016853933,1.328877005,0.044660194,0.737988827
42743,0.003370787,0.008108108,0.231067961,0.031638418
42744,0.006741573,0.009944751,0.151456311,0.033142857
42745,0.002272727,0.033519553,0.001941748,0.001734104
42746,1.447311828,4.013297872,1.62037037,3.303846154
42747,1.049462366,1.415957447,1.865740741,1.13442623
42748,1.603225806,3.747058824,3.621296296,1.179444444
42749,1.515384615,0.819125683,2.221904762,2.039779006
42750,0.503225806,1.355080214,0.800925926,2.079781421
42751,0.17173913,0.486096257,0.114150943,1.335714286
42752,0.064444444,0.097252747,0.052380952,0.148618785
42753,0.061111111,0.105,0.049038462,0.026815642
42754,0.546666667,0.167403315,0.024038462,0.027222222
42755,0.558241758,0.398901099,0.196261682,0.119444444
42756,0.143023256,0.176510067,0.206666667,0.071428571
42757,0.020987654,0.0375,0.002884615,0.003184713
42758,0.020253165,0.13047619,0.002912621,0.029375
42759,0.291566265,0.494326241,0.167307692,0.204069767
42760,0.217283951,0.207751938,0.094174757,0.129761905
42761,0.048611111,0.025301205,0.002,0.001910828
42762,0.05915493,0.013333333,0.003,0
42763,0.018571429,0.001492537,0,0.001351351
42764,0,0.001538462,0,0.000675676
42765,0.001449275,1.451851852,0.012871287,0.354304636
42766,0.002898551,0.359,0.051,2.272560976
42767,0.144927536,0.059090909,3.132380952,2.147647059
42768,1.392105263,0.128915663,2.793396226,3.02392638
42769,0.029577465,1.572580645,0.485576923,0.498192771
42770,0.017142857,1.80859375,0.572,1.465116279
42771,0.297183099,0.278571429,2.280769231,0.688271605
42772,1.852747253,0.26637931,0.256190476,0.176506024
42773,3.565934066,0.831428571,1.123364486,0.33902439
42774,1.16,0.330081301,0.197142857,0.043589744
42775,0.158426966,0.013207547,0.077669903,0.001398601
42776,0.001136364,0.003488372,0.001,0.005797101
42777,0,0.009090909,0,0.029104478
42778,0.005681818,0.001428571,0.001030928,0.00078125
42779,0.001136364,0.005797101,0.001041667,0.007142857
42780,0.001136364,0.001470588,0,0.000840336
42781,0.003448276,0.003703704,0,0.000943396
42782,0.083908046,1.457746479,0.137362637,1.152054795
42783,2.372727273,1.796511628,3.077570093,3.964444444
42784,0.23253012,0.558064516,0.893137255,0.897058824
42785,0.156944444,0.594,0.044736842,0.124242424
42786,8.623076923,6.490374332,4.449074074,5.259217877
42787,1.812941176,2.066206897,3.872897196,3.084117647
42788,7.087912088,7.829255319,9.081481481,11.995
42789,5.141758242,8.52513369,2.447619048,3.094827586
42790,2.511235955,2.751612903,1.111340206,2.202247191
42791,2.513333333,2.810734463,0.492631579,0.251633987
42792,2.636666667,2.054491018,0.256097561,0.639393939
42793,0.453846154,0.233333333,0.017647059,0.185714286
42794,2.305633803,1.34691358,2.111111111,3.002173913
42795,1.078082192,1.410204082,3.788405797,1.085227273
42796,5.547826087,5.685106383,2.25,2.087719298
42797,0.539130435,0.211111111,0.184615385,0.022222222
42798,2.025,0.192,0.022222222,0.236
42799,4.801298701,1.288372093,8.126415094,7.13968254
42800,9.935869565,4.195209581,2.521568627,1.689864865
42801,0.740677966,0.74950495,1.530263158,1.511409396
42802,1.5,2.247222222,0.483636364,1.0576
42803,1.292753623,0.928915663,1.114736842,2.839102564
42804,1.057575758,0.723741007,0.572093023,2.655395683
42805,0.7125,0.515384615,0.679069767,0.861764706
42806,0.1375,1.2,0.811538462,0.094871795
42807,0.190909091,0.02,0.360526316,0.009090909
42808,0.161538462,0.4,0.586666667,0.175757576
42809,0.797674419,0.158333333,0.323636364,0.336507937
42810,0.556756757,0.377142857,0.544,0.15
42811,2.95,2.03255814,4.243119266,3.870165746
42812,7.722826087,6.801587302,5.378181818,5.32295082
42813,2.272222222,6.883333333,5.792727273,8.896721311
42814,4.36741573,4.746927374,1.645631068,0.992105263
42815,4.124137931,2.509580838,2.497701149,4.802222222
42816,1.626829268,2.254545455,5.185436893,5
42817,1.692,0.32,1.264210526,0.392105263
42818,0.6,0,0.137837838,0.205555556
42819,1.014,0.325925926,0.955172414,0.05
42820,0.266666667,0,0.130769231,0
42821,0,0.066666667,0,0
42822,2.54,0.127272727,0,0
42823,2.621590909,2.632432432,1.619047619,2.301863354
42824,1.897647059,1.293043478,0.396774194,0.651111111
42825,1.097222222,0.908333333,0.083333333,0.05
42826,0.45,0.3,0,0.2
42827,1.554545455,0.856451613,0.671428571,2.4515625
42828,0.441176471,0.812903226,4.335087719,9.060952381
42829,0.34,0.2,4.031818182,1.059574468
42830,6.764130435,2.470689655,9.575925926,3.061849711
42831,2.746666667,2.741208791,6.14,4.57704918
42832,0.638888889,0.985,4.637755102,5.696153846
42833,0.08,0.345283019,0.578947368,0.493442623
42834,0.225,0,0,0.05
42835,1.010526316,0.826315789,1.82804878,2.841290323
42836,1.875280899,1.626815642,1.544186047,0.743396226
42837,7.359340659,9.148677249,3.073831776,5.262430939
42838,4.878888889,4.796685083,3.097272727,2.505555556
42839,4.85505618,2.609146341,1.006329114,0.446835443
42840,6.237777778,5.92688172,2.621698113,2.669101124
42841,2.301162791,1.543537415,2.036170213,2.711764706
42842,1.393333333,3.076551724,5.760493827,5.314204545
42843,3.290909091,0.819354839,11.51752577,7.539634146
42844,0.466666667,0.263043478,5.49047619,3.499099099
42845,0.3,0.468421053,1.213846154,0.2578125
42846,5.640909091,3.584795322,1.174257426,1.514689266
42847,1.054545455,1.512820513,1.977272727,2.455555556
42848,1.435616438,2.106832298,2.176635514,2.635057471
42849,0.941860465,3.03258427,0.368085106,0.497368421
42850,2.495121951,1.97972973,4.022619048,4.954140127
42851,3.453571429,1.37804878,9.080851064,11.05065789
42852,2.63,1.374626866,12.20377358,15.41294118
42853,12.94444444,3.277697842,14.71376147,10.91620112
42854,0.990540541,2.906040268,0.66969697,0.850704225
42855,0.333333333,0.64,0.612121212,0.115384615
42856,0,0.9,0.65,0.315384615
42857,1.49,1.72,2.640594059,1.750877193
42858,1.852941176,2.961764706,11.70560748,4.04
42859,6.097727273,14.32962963,6.053703704,3.428994083
42860,0.908333333,1.311494253,4.268421053,3.394968553
42861,4.180722892,7.820833333,5.66741573,2.532692308
42862,7.831325301,2.537735849,3.854205607,1.514189189
42863,1.317460317,1.641899441,1.616504854,2.449101796
42864,0.879487179,1.594736842,0.341791045,0.542105263
42865,5.922222222,4.484659091,1.575862069,0.817948718
42866,0.225,1.523529412,2.370967742,0.787804878
42867,1.425,5.928571429,6.326315789,5.243396226
42868,0,2.446153846,3.696226415,1.381132075
42869,3.22173913,4.75,1.005882353,2.784946237
42870,0.555813953,2.955462185,1.845882353,3.7704
42871,0.2,1.4375,3.209259259,0.541176471
42872,0,0,0,0
42873,0,0,0,0
42874,0,0.066666667,0.3,0.2
42875,0,0.093333333,1.675,2.19047619
42876,0.225,0,1.927777778,0.18
42877,0.05,0,0.066666667,0.333333333
42878,2.04375,3.452459016,7.11744186,4.009493671
42879,3.0375,5.268794326,10.38425926,6.721052632
42880,0.404761905,1.01,2.639705882,2.803636364
42881,1.3,0.533333333,1.858536585,1.571666667
42882,0.033333333,0.25,0.05,0
42883,0.357142857,1.368421053,0.033333333,0
42884,1.043478261,0.588888889,0.361904762,1.890625
42885,1.013333333,11.33216374,9.689655172,7.712429379
42886,1.448275862,0.690196078,0.967741935,0.876666667
42887,0.238888889,0.028571429,0,0
42888,0.433333333,0,0,0
42889,0.7,0.926851852,0.314285714,0.786666667
42890,6.451612903,6.617837838,7.538181818,7.047802198
42891,0,2.246428571,0.35625,0.468627451
42892,6.961643836,17.19037433,8.70990099,16.24371585
42893,2.729411765,2.171527778,1.504761905,0.862222222
42894,1.105,0.546666667,0.1125,0.1
42895,0,2.804395604,0.75,2.94
42896,1.196666667,2.275471698,9.240298507,5.521710526
42897,1.428205128,3.596111111,0.66,0.785393258
42898,7.182795699,4.581756757,2.851485149,2.02761194
42899,2.088461538,1.048809524,0.455555556,0.2625
42900,0.622222222,0.484,0.418181818,0.04
42901,0.45,2.1984375,1.066666667,2.986451613
42902,4.548717949,7.564673913,10.59082569,8.913736264
42903,3.3925,1.686619718,8.684313725,3.843502825
42904,0,0.15,1.495238095,0.154545455
42905,0.033333333,1.428571429,0,0
42906,5.825757576,1.616666667,1.913953488,0.466666667
42907,0.133333333,0.44,0,0.033333333
42908,1.768085106,8.976923077,3.497938144,7.079885057
42909,10.97741935,4.826923077,5.696907216,1.788785047
42910,1.034328358,2.259558824,0.571428571,1.1
42911,5.488372093,4.302234637,6.495,1.157142857
42912,1.0921875,1.315652174,0.971666667,1.270588235
42913,5.772727273,4.333333333,15.934,12.39619048
42914,11.17701149,7.137096774,5.787096774,7.50075188
42915,14.70430108,22.0521978,5.526041667,9.162411348
42916,6.880434783,11.27081081,3.668604651,2.545454545
42917,8.080851064,6.519021739,8.025233645,3.785465116
42918,1.227058824,0.99223301,1.983962264,1.648701299
42919,1.173809524,3.489864865,0.763829787,0.661290323
42920,4.697849462,1.482727273,1.315254237,0.406349206
42921,3.868131868,2.385714286,4.711764706,3.962732919
42922,0.972413793,1.384615385,0.585714286,1.6046875
42923,0.976,5.904046243,2.77745098,7.252247191
42924,2.748051948,5.048192771,5.13960396,4.185185185
42925,0.08,2.085714286,1.025806452,0.509756098
42926,5.607246377,12.68465909,8.503191489,9.485245902
42927,11.42065217,2.617037037,7.289622642,7.38700565
42928,9.44516129,17.85775401,5.947706422,9.067032967
42929,3.258974359,2.493939394,3.695,0.829230769
42930,0.854545455,1.566666667,6.044827586,1.651685393
42931,0.118181818,1.061538462,3.567948718,2.303960396
42932,1.463380282,3.968852459,1.333333333,2.881818182
42933,0.707017544,1.41875,1.533333333,2.196992481
42934,0.075,0.65,1.816666667,1.523255814
42935,1.6625,1.402941176,10.88333333,2.95
42936,1.05,10.12674419,4.17962963,5.423636364
42937,2.436065574,4.825316456,9.858415842,10.54716981
42938,2.2,10.59692308,4.248,5.414788732
42939,8.697826087,5.300588235,6.165306122,6.448554913
42940,2.48,9.626618705,5.217647059,16.39435028
42941,10.63103448,22.75978261,6.372115385,4.523577236
42942,11.27752809,20.5877193,3.592857143,11.63913043
42943,2.022222222,6.689617486,1.871698113,4.1625
42944,5.944186047,6.14,3.698,4.303125
42945,0.033333333,0.713513514,0.2,0.328571429
42946,1.1,4.457,0.35,1.494545455
42947,4.833333333,1.328571429,3.693333333,1.584
42948,4.346428571,6.458282209,3.8,12.2971831
42949,1.502,1.61025641,5.162,1.385245902
42950,5.749275362,5.252272727,0.761904762,1.77890625
42951,0.233333333,1.88,2.864516129,0.475925926
42952,1.40875,2.132335329,0.777272727,2.141666667
42953,1.217241379,0.225,7.257627119,4.007894737
42954,,,7.506896552,1.576
42955,0.1,0.691666667,,0.45
42956,13.96666667,12.864,6.767647059,12.9828125
42957,11.61956522,6.750326797,3.556862745,6.117948718
42958,6.603333333,18.21358696,5.988571429,21.7519774
42959,2.7640625,1.144897959,10.61808511,3.061111111
42960,1.133333333,0.588888889,0.9,2.807228916
42961,0.1,0.35,0,0.327272727
42962,,1.684615385,,0.757142857
42963,5.508333333,7.520108696,2.64137931,2.754477612
42964,0.090909091,1.657608696,1.837931034,1.509756098
42965,0.5,17.57218543,16.3,6.4975
42966,8.68255814,0.860714286,23.30425532,8.739830508
42967,11.98,2.476086957,18.52857143,6.173684211
42968,3.476404494,8.900543478,1.885106383,2.336585366
42969,2.969047619,8.45,2.714942529,2.605263158
42970,3.069411765,1.910526316,1.498795181,1.654761905
42971,0.1,0.838888889,1.4,1
42972,0.6,0.375,1.716,4.119178082
42973,2.363157895,6.974576271,2.989393939,3.570634921
42974,13.1125,7.819642857,3.849122807,1.295652174
42975,0.47,0.555555556,0.316666667,
42976,,2.65,0,
42977,0,0.752380952,,0.414285714
42978,2.779487179,5.688505747,2.242857143,10.90434783
42979,16.4021978,16.60164835,12.4702381,22.61263736
42980,2.923655914,2.15625,9.812844037,3.494117647
42981,8.721505376,2.433082707,9.404587156,5.689506173
42982,8.042553191,6.368,5.917924528,2.493406593
42983,1.529333333,1.598113208,6.482727273,3.955462185
42984,7.336046512,15.95215054,5.867889908,6.20989011
42985,9.424731183,7.015294118,1.76122449,1.358119658
42986,1.25974026,1.011594203,1.78,0.5
42987,0.263157895,0.56119403,0.24375,0.845762712
42988,2.815053763,0.961029412,2.4,1.989473684
42989,9.959090909,3.705952381,13.20246914,14.13312102
42990,4.271428571,0.836170213,10.90582524,7.628409091
