42006,2.0352
42007,1.933843537
42008,1.690857143
42009,2.272972973
42010,0.03358209
42011,0.915953947
42012,5.940803709
42013,7.535239567
42014,5.679876161
42015,2.471329879
42016,1.625083612
42018,1.639700375
42021,2.986609071
42022,0.363529412
42027,0.89453125
42028,2.492765957
42029,2.044080146
42030,1.974086379
42031,1.516097561
42032,1.043055556
42033,0.61746988
42034,4.940415335
42035,1.39049236
42005,0.751446281
42017,0.704519774
42019,0.401515152
42020,1.495305164
42023,0.588034188
42024,2.260365854
42025,0.427007299
42026,2.24988345
42370,1.283766234
42373,0.483653846
42374,0.815824176
42375,0.941916168
42376,0.786930693
42377,1.898175788
42378,0.203377111
42379,2.76184669
42380,4.675
42381,3.245123967
42382,2.593532338
42383,0.445607477
42384,2.329263914
42385,0.478918919
42386,0.374614065
42387,0.294492255
42388,0.280353982
42389,1.354086957
42390,0.600884956
42391,0.091921005
42392,1.497166667
42393,1.52605042
42394,2.641285956
42397,1.201002004
42399,4.919397993
42400,1.793576017
42396,1.465384615
42395,1.012121212
42398,0.635019455
42372,0.006550218
42371,0.066438356
42737,1.717902351
42738,6.056468531
42739,4.26619469
42740,1.459328358
42741,0.23880597
42742,0.693010753
42743,0.05631769
42744,0.043430657
42745,0.012338858
42746,2.916637478
42747,1.351223776
42748,2.558450704
42749,1.589821429
42750,1.343782837
42751,0.638271605
42752,0.100179211
42753,0.062025316
42754,0.156576577
42755,0.29625
42756,0.141359223
42757,0.014757709
42758,0.04541387
42759,0.2928
42760,0.157796258
42761,0.014805825
42762,0.013959391
42763,0.004155844
42764,0.000524934
42765,0.493473193
42766,0.955889145
42736,1.647800587
43103,6.483629893
43104,2.230257511
43105,1.426241135
43107,1.324163569
43108,2.274534161
43110,5.872167488
43111,0.802020202
43116,4.085587189
43117,2.189007092
43118,5.369081272
43119,1.080110497
43120,0.815469613
43121,0.814478764
43122,0.14776699
43123,0.26121673
43127,1.517097416
43128,2.270656371
43129,4.495907473
43106,0.686147186
43109,0.709356725
43124,0.418518519
43125,1.799026764
43102,1.492461197
43112,0.246743295
43101,0.743298969
43113,0.132214765
43115,1.091372549
43114,0.017777778
43130,1.790881459
43126,1.296813725
43131,3.249757282
43466,6.077402135
43467,3.754612546
43468,1.579135338
43469,4.876156584
43470,3.351576994
43471,0.884243697
43472,2.374731183
43473,6.181850534
43474,2.651332149
43475,1.102697495
43476,1.906227758
43477,3.034107143
43478,7.156382979
43479,2.251201479
43480,7.557446809
43481,1.584719536
43482,1.686639676
43489,0.996428571
43491,1.294802867
43492,0.807803993
43493,2.477941176
43494,0.470656371
43483,0.748031496
43484,0.052475248
43490,1.270566728
43485,0.36203966
43486,0.160055866
43487,0.01958457
43488,0.081927711
43495,0.273004695
43496,0.6
